cod_cliente,clt_tipo_contac,clt_contac
47977655,1,manzanaresmaria-eugenia@yahoo.com
47977655,2,3460512575981
47977655,3,6242100265792
16586192,1,juan-carlosescamilla@gmail.com
16586192,2,0276852939155
16586192,3,0784887104899
88253527,1,vduenas@gmail.com
88253527,2,1205381361172
88253527,3,5888615239490
88253527,4,0205713714179
88253527,5,8528444805509
59727200,1,tejadasessa@gmail.com
20559267,1,geronimo32@yahoo.com
20559267,2,8293040596716
20559267,3,9111402247543
20559267,4,9309669511814
18954371,1,tijerinaaugusto@hotmail.com
41223666,1,cgranado@yahoo.com
41223666,2,6466542907861
41223666,3,5290416860747
92175259,1,beatriz44@yahoo.com
92175259,2,8754685479634
92175259,3,9854399057711
92175259,4,5360158808279
12882274,1,mblanco@yahoo.com
12882274,2,0357258774069
12882274,3,5779930728245
12882274,4,0064193711521
12882274,5,7071951606381
83633355,1,sandovalmaria@gmail.com
27299807,1,trinidad71@gmail.com
27299807,2,8572027938240
27299807,3,6634753154314
15001955,1,mirelesjacinto@gmail.com
15001955,2,5794489011448
15001955,3,4611055208096
15001955,4,2320872909961
12609413,1,octavio24@yahoo.com
12609413,2,0626478175087
12609413,3,6623354013784
12609413,4,2433258127489
24449137,1,arriagabeatriz@yahoo.com
24449137,2,3591845052760
24449137,3,4889144058072
64613222,1,carlota87@gmail.com
64613222,2,4771588943544
64613222,3,4258226021034
20735876,1,fmaestas@gmail.com
20735876,2,0286748154835
97361343,1,raelmagdalena@gmail.com
97361343,2,4210424822378
97361343,3,0774712199474
97361343,4,1978732637338
97361343,5,2390542015046
92359352,1,ilsecadena@gmail.com
92359352,2,0973239188371
92359352,3,3399163598676
92359352,4,6197013668432
92359352,5,6039685800393
68511579,1,pnazario@yahoo.com
68511579,2,4908568731111
53248299,1,dolores25@yahoo.com
53248299,2,8503275017877
53248299,3,5000536485861
53248299,4,2498970608720
53248299,5,6904084563387
89652183,1,yguzman@hotmail.com
09634725,1,francisca18@gmail.com
31754415,1,guillerminahurtado@hotmail.com
31754415,2,8610282279899
78734135,1,ramon14@yahoo.com
08832740,1,hermelindaquinonez@gmail.com
08832740,2,1741433002639
08832740,3,5969778539197
08832740,4,1215467309047
42260035,1,hildamontenegro@hotmail.com
42260035,2,1841401322943
42260035,3,2489697085588
42260035,4,0402129846420
42260035,5,2103917447333
28788171,1,cordovanatalia@hotmail.com
83346606,1,estelaalfaro@hotmail.com
83346606,2,5885575850104
83346606,3,8011506468558
83346606,4,7852486670682
09562356,1,xarmas@yahoo.com
09562356,2,6992462925735
09562356,3,9391011066188
09562356,4,0678284794847
09562356,5,9391270124886
80484547,1,gaytanasuncion@gmail.com
80484547,2,0118325523186
80484547,3,0321678550440
80484547,4,5066705145201
24642644,1,cantuursula@yahoo.com
24642644,2,5648102922322
24642644,3,3225618075986
38189142,1,mbravo@hotmail.com
38189142,2,5093157983751
38189142,3,1245414938130
38189142,4,7719082914707
38189142,5,4707280651165
37576875,1,luisgonzales@hotmail.com
37576875,2,7901724593242
50011452,1,penriquez@gmail.com
50011452,2,7722113513348
93825597,1,wduarte@gmail.com
93825597,2,7372159669110
93825597,3,9410057634436
93825597,4,1760594824552
00492201,1,diego38@yahoo.com
00492201,2,0377186602979
64407692,1,julio21@yahoo.com
77860149,1,sde-la-o@yahoo.com
43888375,1,raulurbina@hotmail.com
43888375,2,1108149414015
19018775,1,francisco40@yahoo.com
19018775,2,5500021678296
19018775,3,9793882148233
19018775,4,3416654428671
19018775,5,0316199410975
44818548,1,navarreteandrea@yahoo.com
44818548,2,5215636572575
44818548,3,5182814492283
44818548,4,9322764348191
30760035,1,posadasamuel@gmail.com
55669092,1,carmonamarisol@hotmail.com
55669092,2,1206416676576
55669092,3,6799990682330
55669092,4,2417241418621
99479268,1,taniacordero@yahoo.com
99479268,2,7348395853361
95921471,1,esmeraldacarreon@hotmail.com
95921471,2,9764884082232
14860911,1,iosorio@gmail.com
14860911,2,8035786172992
14860911,3,5093393489678
14860911,4,8348198051359
78090743,1,wjuarez@gmail.com
51814779,1,freynoso@yahoo.com
51814779,2,1716688658933
51814779,3,2975444278500
51814779,4,8447922030420
51814779,5,3606209952041
34312100,1,albajulia@hotmail.com
34312100,2,4119129986908
34312100,3,8010261612284
34312100,4,9232907083829
71407180,1,noriegaestefania@gmail.com
71407180,2,1853163929892
71407180,3,1977419009081
71407180,4,4201509592204
51696511,1,gerardo34@yahoo.com
51696511,2,4414009083464
55010696,1,ehinojosa@hotmail.com
55010696,2,8463711245536
55010696,3,5608240955820
55010696,4,9873713615525
55010696,5,2693742994344
72919583,1,partidaelena@hotmail.com
72919583,2,3665507498921
72919583,3,6633853713541
72919583,4,9279209687191
72919583,5,4893923571960
26237091,1,pedrobravo@gmail.com
26237091,2,5264313402624
26237091,3,9892379825133
84299888,1,estelacabrera@hotmail.com
65855942,1,ceballosdolores@hotmail.com
65855942,2,1736868234391
05450329,1,graciela36@gmail.com
38490729,1,fidelmarrero@yahoo.com
38490729,2,0000184545897
38490729,3,6165750699763
38490729,4,4227293533708
38490729,5,0494379370148
02921808,1,jrincon@yahoo.com
02921808,2,8561433203114
64629032,1,hcarvajal@hotmail.com
54846821,1,camarillobruno@yahoo.com
54846821,2,7212875622830
54846821,3,3105969119945
30366930,1,palvarez@gmail.com
30366930,2,7253493521177
30366930,3,0121141126172
30366930,4,3225152344559
74155507,1,monica63@gmail.com
74155507,2,9689055742444
74155507,3,8830947059221
74155507,4,8416259051343
74155507,5,4201766886562
19108285,1,felixalarcon@yahoo.com
12398096,1,ysantillan@gmail.com
12398096,2,9369417142320
12398096,3,9599032958114
12398096,4,8227005534798
70829679,1,rjimenez@gmail.com
37267506,1,galindozacarias@gmail.com
37267506,2,3747653074143
13018771,1,gcorral@yahoo.com
13018771,2,3297159287438
13018771,3,3366636889921
19529721,1,carlos37@hotmail.com
19529721,2,8981476875754
19529721,3,2794127446587
26703701,1,nadiamunguia@hotmail.com
66218562,1,jacoboesquibel@gmail.com
66218562,2,5864662474254
77395757,1,raul39@yahoo.com
77395757,2,7002987693756
77395757,3,2714155678476
36594382,1,gallegosmarisol@gmail.com
36594382,2,4600069449530
03562598,1,urodrigez@gmail.com
03562598,2,9696998586574
45829796,1,mercedesocampo@gmail.com
44402884,1,estela15@hotmail.com
44402884,2,3988841665770
77183064,1,adamemariano@gmail.com
77183064,2,4776452011952
77183064,3,0036742617411
77183064,4,7486079934846
77183064,5,8077890826017
69828164,1,agustinvaladez@gmail.com
69828164,2,9178415907529
69828164,3,7350062540605
69828164,4,1325836937439
69828164,5,2296240003886
67806720,1,claureano@hotmail.com
67806720,2,2911165848187
67806720,3,7556816502472
67806720,4,8117315968676
67806720,5,2138372520012
86596497,1,igracia@yahoo.com
86596497,2,2986871084614
86596497,3,0102622412785
86596497,4,6158486363670
86596497,5,5537351721539
86921619,1,eugenio95@hotmail.com
86921619,2,8333118064781
15526236,1,kalejandro@yahoo.com
15526236,2,3438245171378
15526236,3,2616615155344
15526236,4,0782608522704
33171357,1,zeferino48@hotmail.com
33171357,2,0034977951532
33171357,3,8487753105333
33171357,4,6452078169486
57993317,1,luciaferrer@yahoo.com
57993317,2,3749789974872
57993317,3,3859150900777
57993317,4,6318449270012
06368609,1,lomeliana-luisa@hotmail.com
96873700,1,hurtadoraquel@hotmail.com
05560943,1,aurelio12@gmail.com
79317627,1,asuncion22@gmail.com
79317627,2,6454478071067
38284571,1,domingueztania@hotmail.com
38284571,2,4106271187430
38284571,3,0995852996673
23799059,1,lorenzoespinosa@gmail.com
23799059,2,1522714117880
23799059,3,6324637312766
23799059,4,1383180415804
99787554,1,dario53@hotmail.com
99787554,2,1281644343188
99787554,3,9569040641307
76839016,1,luzestevez@gmail.com
57758046,1,silviaperales@gmail.com
57758046,2,7361472476236
32393378,1,flomeli@yahoo.com
38851773,1,haroaldonza@hotmail.com
81861774,1,srosario@hotmail.com
81861774,2,3669386930903
81861774,3,6379648485171
81861774,4,8726947100439
50700219,1,jesus79@gmail.com
50700219,2,2149206495110
33646817,1,yyanez@hotmail.com
33646817,2,5502885783808
33646817,3,3260940716934
33646817,4,2632771461498
33646817,5,4909109440241
49505832,1,benavidezandres@yahoo.com
49505832,2,9968888165906
95653211,1,porfirio71@yahoo.com
95653211,2,6016492499941
95653211,3,5942921985637
67191185,1,omar90@yahoo.com
67191185,2,0359069798766
67191185,3,9124672359999
34835524,1,esperanza30@hotmail.com
34835524,2,1386752555204
34835524,3,1873020713318
61699403,1,luisa17@hotmail.com
61699403,2,4443136088422
61699403,3,4135775249684
61699403,4,6868461149927
46426888,1,almanzalinda@hotmail.com
46426888,2,6750445142700
46426888,3,4149819122800
46426888,4,0631710475174
46426888,5,8629489232802
52237102,1,nadia30@hotmail.com
27241646,1,mondragoneric@yahoo.com
27241646,2,0797921465702
95156231,1,gregorio76@gmail.com
70998757,1,olgasaavedra@hotmail.com
70998757,2,6682088021404
70998757,3,6004231160712
24161510,1,navajose-eduardo@hotmail.com
09455696,1,zmaestas@yahoo.com
09455696,2,5932417367373
09455696,3,9330333110609
09455696,4,7179610375063
09455696,5,8317224133705
42133254,1,lreynoso@gmail.com
42133254,2,3554960103082
42133254,3,4525826659562
42133254,4,1936082665403
42133254,5,7734717020681
83443077,1,mauricio28@yahoo.com
83443077,2,8108856395914
89113950,1,osoriorebeca@hotmail.com
89113950,2,2008591033728
89113950,3,7634266467077
89113950,4,9921718471460
70405460,1,duenassantiago@yahoo.com
73659921,1,florencia82@yahoo.com
77180247,1,lirajaqueline@yahoo.com
77180247,2,7021920573035
22159151,1,estefaniaramirez@yahoo.com
22159151,2,7249261484027
22159151,3,7227768463532
22159151,4,0741953836679
67643653,1,santiago55@gmail.com
67643653,2,3395070367482
54656833,1,dolores44@gmail.com
54656833,2,5210842419962
54656833,3,1068148072991
54656833,4,9395806313633
07362699,1,isabellaboy@hotmail.com
37186678,1,ybarraalejandro@hotmail.com
37186678,2,6608716793342
76368790,1,micaelacasarez@yahoo.com
76368790,2,0971166850995
76368790,3,7683265866891
76368790,4,7485553317007
61152526,1,valladareshector@hotmail.com
44933302,1,debora25@yahoo.com
44933302,2,2732054154494
44933302,3,1188864539835
44933302,4,0855137289201
44933302,5,5144294460089
06875886,1,raulsalgado@yahoo.com
06875886,2,6157599383640
10885116,1,aduenas@gmail.com
10885116,2,5744770686922
10885116,3,8814721045903
10885116,4,9416582651288
78767942,1,lemusmarcela@gmail.com
64628912,1,javierde-la-fuente@gmail.com
64628912,2,9689372367491
64628912,3,6716394384640
64628912,4,6283149030564
64628912,5,3744986161645
05022229,1,xgranados@gmail.com
05022229,2,5051771738954
05022229,3,5725192878526
05022229,4,4366188623318
05022229,5,3448415883696
65704813,1,olveracarmen@hotmail.com
37428884,1,reina60@hotmail.com
37428884,2,9919881702903
37428884,3,2151880348548
35891178,1,roberto27@yahoo.com
69737404,1,felipe24@hotmail.com
69737404,2,6378711664513
69737404,3,2889175176059
96980491,1,juan60@hotmail.com
96980491,2,5823165748442
96980491,3,9590395828899
35686231,1,flavio51@hotmail.com
35686231,2,4657422354817
35686231,3,2147245772238
35686231,4,4004246054659
35686231,5,6884425234169
64901374,1,geronimo76@yahoo.com
64901374,2,5292114016836
64901374,3,6668203618227
23760561,1,dario23@yahoo.com
23760561,2,7774129046024
23760561,3,2587285356820
54702981,1,urrutiagloria@hotmail.com
54702981,2,6369256995227
54702981,3,5317035074314
54702981,4,2068401393865
45954948,1,tsepulveda@gmail.com
65621363,1,caltamirano@gmail.com
65621363,2,7477306624891
70178371,1,isabel10@gmail.com
70178371,2,6343691982005
70178371,3,9372113703663
48748377,1,tomas88@yahoo.com
48748377,2,9289935591304
48748377,3,8361539284200
48748377,4,5663840518513
42449027,1,sierraesteban@gmail.com
42449027,2,4741733001085
42449027,3,4065579579728
42449027,4,6363506117905
42449027,5,9769949975024
40006475,1,hinojosamauro@gmail.com
40006475,2,5635256463622
63748147,1,pvalles@gmail.com
48205184,1,juliomeza@hotmail.com
48205184,2,5972847294905
52498367,1,tovaryeni@yahoo.com
52498367,2,8414758870629
52498367,3,8969471060403
76453151,1,lmeraz@gmail.com
76453151,2,8238066073436
76453151,3,6978976184004
76453151,4,0467056310830
67955831,1,nayeli22@yahoo.com
67955831,2,1902337956802
34215340,1,jose-carlos60@yahoo.com
34215340,2,9490042776716
23963337,1,apodacadavid@hotmail.com
50824502,1,tjurado@gmail.com
50824502,2,7030194412520
50824502,3,7739674330249
99939151,1,javiernaranjo@yahoo.com
99939151,2,5425013969992
85177116,1,zavalanicolas@hotmail.com
85177116,2,3759389037629
85177116,3,9323456354554
60566270,1,peresmaria-luisa@hotmail.com
60566270,2,8945845431851
16676350,1,mercadocristian@gmail.com
16676350,2,6566744738253
16676350,3,1806135040164
16676350,4,3784000156254
06437947,1,ktafoya@hotmail.com
06437947,2,9667207335521
06437947,3,4873630795864
06437947,4,9672686763517
04760016,1,jmesa@yahoo.com
04760016,2,1195459902968
04760016,3,7028174759112
04760016,4,6678737153362
04760016,5,9607674901830
54832916,1,velascomarisol@gmail.com
54832916,2,0270771708483
54832916,3,7894977858798
54832916,4,9148822439296
54832916,5,4228573462748
97628453,1,elias28@gmail.com
97628453,2,7692404339383
97628453,3,3654566270075
17159760,1,opichardo@hotmail.com
17159760,2,3391203482354
30679825,1,geronimo36@hotmail.com
30679825,2,1088061741724
30679825,3,0512963587817
30679825,4,4600015091234
30679825,5,0675368198583
88310343,1,puentefrancisca@gmail.com
88310343,2,3285325638965
88310343,3,3452867736004
77999498,1,guadalupecandelaria@gmail.com
25151923,1,gabriela01@gmail.com
85839342,1,corralesana-luisa@yahoo.com
69079689,1,esperanzaorosco@gmail.com
69079689,2,2652575350455
69079689,3,4727226381112
76996443,1,yamador@gmail.com
76996443,2,6818425907970
90562143,1,fvalverde@gmail.com
90562143,2,2858620510287
90562143,3,6604092126735
90562143,4,3190951774366
79884051,1,kzapata@hotmail.com
79884051,2,0054477181925
79884051,3,8288911579731
33892597,1,pmascarenas@gmail.com
33892597,2,8887818951444
33892597,3,0031367645923
66157885,1,jayala@hotmail.com
43918799,1,trevinopatricio@yahoo.com
43918799,2,5392995568565
43918799,3,4131538279448
04900771,1,montalvoalfonso@hotmail.com
04900771,2,6639015645284
04900771,3,4115982054513
04900771,4,7155030643842
04900771,5,0354143245618
37837464,1,cristobalvillegas@yahoo.com
83099373,1,lucia73@yahoo.com
83099373,2,6992781404528
83099373,3,1082644397907
83099373,4,0347626962158
91646040,1,ivan49@hotmail.com
91646040,2,3690475143034
71394633,1,salma31@hotmail.com
71394633,2,2673353398222
71394633,3,4727210254145
71394633,4,3952228534241
71394633,5,1623668310501
04679905,1,talvarado@gmail.com
49833034,1,anaespinal@hotmail.com
49833034,2,5008995348216
49833034,3,7055765012695
65939727,1,carlaraya@hotmail.com
65939727,2,8757196703500
65939727,3,1293160476910
65939727,4,8161795601539
59279938,1,marisol61@hotmail.com
24915809,1,xchavarria@yahoo.com
24915809,2,1118549487763
24915809,3,8671784119381
24915809,4,2327037528919
13477479,1,mzepeda@yahoo.com
13477479,2,5333225905830
36209217,1,zconcepcion@gmail.com
36209217,2,8992503364125
24282703,1,racosta@gmail.com
24282703,2,7524481686819
24282703,3,0891833724100
80566953,1,granadosrolando@gmail.com
80566953,2,7781700215339
29110087,1,mpalomino@yahoo.com
29110087,2,2993681547426
29110087,3,9028645966731
29110087,4,7966493724388
29110087,5,3262642521635
99935054,1,coronabernabe@hotmail.com
79724869,1,eduardo50@hotmail.com
79724869,2,9188890582793
79724869,3,1902435292001
79724869,4,7130903013804
79724869,5,5255394369844
68643980,1,cardonajorge@gmail.com
98399482,1,santanaisabel@gmail.com
57881386,1,kcaldera@gmail.com
03112564,1,xvaldez@gmail.com
03112564,2,6735493121382
03112564,3,9260276990209
95621203,1,aldonzazarate@hotmail.com
95621203,2,8836308644356
89089491,1,wvillareal@yahoo.com
89089491,2,4158912426454
87218701,1,ksantiago@yahoo.com
30934696,1,ijaimes@yahoo.com
30934696,2,7605727752677
31974202,1,tlomeli@gmail.com
23558670,1,anel62@yahoo.com
23558670,2,9609411622214
23558670,3,8957429883768
23558670,4,0868504929759
56794748,1,cgiron@hotmail.com
56794748,2,1562493727035
61018419,1,patricio82@hotmail.com
61018419,2,6675166559827
61018419,3,9191847320001
61018419,4,2489008517011
16427501,1,yyanez@hotmail.com
16427501,2,1394240668960
16427501,3,9480472017491
51886899,1,aguirrevioleta@hotmail.com
51886899,2,3761145703751
51886899,3,4165091051041
74472437,1,mario35@gmail.com
74472437,2,1861849913668
74472437,3,0209798572815
74472437,4,7902393848099
40678146,1,estevezwilfrido@gmail.com
40678146,2,5370473659532
40678146,3,7113628715251
40678146,4,8400604151489
40678146,5,4268808821155
55180856,1,serafin58@gmail.com
55180856,2,3752881029243
63006506,1,socorropedraza@hotmail.com
63006506,2,9546555030844
63006506,3,7078992760342
63006506,4,2300201362636
29838066,1,maria-elena00@hotmail.com
29838066,2,6260645622342
29838066,3,0423547625851
29838066,4,0796423350692
68726027,1,magdalena55@yahoo.com
68726027,2,8924091832235
68726027,3,5864742841230
68726027,4,7888552689001
68726027,5,6674689775940
47924253,1,esmeraldasanches@yahoo.com
59589204,1,rmaestas@hotmail.com
59589204,2,9033830636048
63904475,1,clementeavalos@yahoo.com
63904475,2,1331090362503
63904475,3,4934589204516
58974049,1,ngallardo@hotmail.com
64552880,1,ltapia@gmail.com
64552880,2,7118441632869
64552880,3,6163026076624
64552880,4,7851645274703
64552880,5,5696211608062
14766930,1,mayte44@hotmail.com
14766930,2,7447332658798
14766930,3,5757444194666
14766930,4,8737357936500
21847011,1,munozhilda@hotmail.com
21847011,2,9897992019902
94577297,1,vicentefrias@hotmail.com
94577297,2,9332454068887
94577297,3,7597884428327
94577297,4,7612746181810
94577297,5,7629676734429
72088296,1,pichardobernabe@yahoo.com
72088296,2,7929116889693
72088296,3,4454994671443
34655917,1,arenasgraciela@gmail.com
34655917,2,2296990589801
90444838,1,riojasmauricio@hotmail.com
90444838,2,2639881464570
90444838,3,4807259476545
02108407,1,adalbertocalderon@yahoo.com
02108407,2,7060817706379
02108407,3,1515880374571
02108407,4,1546011225848
32417906,1,armendarizelsa@gmail.com
32417906,2,3403487893997
32417906,3,6655396215876
32417906,4,5527840059769
95246345,1,cde-la-rosa@hotmail.com
95246345,2,3707466480177
95246345,3,2959049574442
92185586,1,wsepulveda@yahoo.com
92185586,2,8950911274575
92185586,3,1616383218400
92185586,4,1638012057670
92185586,5,6079464137358
90032394,1,marisela27@gmail.com
90032394,2,3403588692250
90032394,3,4556147670663
45749643,1,vfarias@gmail.com
45749643,2,3035065612162
45749643,3,7098619639173
66735885,1,ngil@yahoo.com
66735885,2,8617566785622
66735885,3,7127243160007
66735885,4,2622753920652
66735885,5,3487386626559
63811001,1,irmapreciado@gmail.com
63811001,2,6446556730405
63811001,3,7891477328718
06857226,1,mpizarro@hotmail.com
26073415,1,silvano22@yahoo.com
26073415,2,6251449853531
26073415,3,4673434513740
26073415,4,6638162339935
73095613,1,wilfrido90@yahoo.com
42087533,1,asuncion34@hotmail.com
41863893,1,sandrabenavides@hotmail.com
41863893,2,8776660579535
41863893,3,0817390745293
41863893,4,6450098950832
69883804,1,alonsobotello@yahoo.com
69883804,2,2120284522304
69883804,3,0836215867377
69883804,4,0604266146460
75872618,1,salma86@gmail.com
75872618,2,5838220602197
75872618,3,0390359273236
75872618,4,0597933151671
05368280,1,orodarte@hotmail.com
05368280,2,1271002689537
05368280,3,4881834978232
05368280,4,2227562296505
05368280,5,0023039993316
42784821,1,maria-del-carmenpadilla@gmail.com
64633305,1,jeronimomedina@yahoo.com
64633305,2,1923937133677
64633305,3,0818473159796
71799902,1,zayashermelinda@yahoo.com
71799902,2,5756632269677
71799902,3,7264939525337
71799902,4,9589407210300
71799902,5,2092824436058
58772690,1,claudia23@hotmail.com
58772690,2,9849582441583
58772690,3,2467536308287
20251635,1,salvador09@hotmail.com
20251635,2,7761544320339
20251635,3,4137707611759
20251635,4,0962575796102
20251635,5,7424348936691
23658813,1,lmontano@gmail.com
23658813,2,2791847522598
23658813,3,7706940756241
23658813,4,6191247082190
33886015,1,cristina65@hotmail.com
33886015,2,6906508193653
33886015,3,5110977383678
33886015,4,2945915667794
33886015,5,5847819358893
15054401,1,agustin43@gmail.com
15054401,2,3376070518882
15054401,3,2565647942525
15054401,4,7995290995214
21871061,1,tellodulce-maria@gmail.com
21871061,2,6125283026610
56400847,1,ana-luisacortez@yahoo.com
56400847,2,0018691661014
56400847,3,5185963221310
56400847,4,3991293639586
56400847,5,1493770175684
40175836,1,maria-del-carmen91@yahoo.com
40175836,2,2924610745199
40175836,3,0443959785897
06582586,1,vlopez@hotmail.com
06582586,2,0608630399848
06582586,3,0966159596250
06582586,4,0509205990024
06582586,5,3660821497491
45632204,1,irmavalle@hotmail.com
45632204,2,9140768434294
45632204,3,1290137100971
45632204,4,4416295228326
98299270,1,zaraterebeca@yahoo.com
98299270,2,5186720328924
98299270,3,8885692436364
53911513,1,jaimequiroz@yahoo.com
03012512,1,agaitan@gmail.com
03012512,2,4792717686686
03012512,3,5554577922338
90878251,1,corralfelix@gmail.com
90878251,2,1098488356287
16733916,1,abril50@yahoo.com
16733916,2,5153820099803
68796914,1,menaadan@yahoo.com
68796914,2,4670769209854
85561113,1,teresasauceda@gmail.com
85561113,2,3755348711835
63299786,1,nelly39@gmail.com
63299786,2,7333961370414
63299786,3,8431069671489
63299786,4,0531562373683
55034159,1,famaya@yahoo.com
08838162,1,germanbarela@hotmail.com
08838162,2,3416636434794
08838162,3,1808642216156
08838162,4,5566273592572
08838162,5,5023006770106
86987790,1,diegoborrego@yahoo.com
90845192,1,mateo36@hotmail.com
09171855,1,oliver62@yahoo.com
39591470,1,glucio@hotmail.com
39591470,2,6276067078287
39591470,3,5446634891946
37975265,1,torresarcelia@gmail.com
37975265,2,0167658945774
37975265,3,3582184076202
37975265,4,7982006594004
98294275,1,roberto60@yahoo.com
88042756,1,gurrutia@yahoo.com
88042756,2,9547434582725
88042756,3,4240610102876
88042756,4,5504551458198
04160151,1,avilagraciela@gmail.com
04160151,2,7534702713565
04160151,3,8633672247040
04160151,4,4513719133012
50466870,1,lourdes23@hotmail.com
50466870,2,1294686714689
50466870,3,6495768214872
30097155,1,barrazapablo@gmail.com
50412259,1,vvanegas@yahoo.com
92545564,1,saucedacecilia@gmail.com
92545564,2,0721469324773
92545564,3,0261366804957
92545564,4,1707142986095
92545564,5,6220663616581
24706506,1,emiliohernadez@gmail.com
16742505,1,fierroarmando@yahoo.com
16742505,2,3140353597682
16742505,3,8203642778536
16742505,4,8388236409145
16742505,5,7726555273678
04136866,1,nirizarry@hotmail.com
39209672,1,rochaelena@hotmail.com
39209672,2,9340877196192
39209672,3,5702988189076
88575148,1,cristobal29@gmail.com
88575148,2,6415715944781
24371858,1,roberto78@hotmail.com
04289579,1,citlali75@gmail.com
04289579,2,1422712581969
04289579,3,9146823163611
04289579,4,4129780476172
04289579,5,2953770596748
59839897,1,angelaruelas@yahoo.com
83285165,1,montalvofabiola@gmail.com
83285165,2,2887519334146
77931764,1,yalba@yahoo.com
09287242,1,corralricardo@yahoo.com
09287242,2,8071494697085
09287242,3,4917975079527
09287242,4,2297702968550
09287242,5,1963518726816
81412846,1,lucas28@hotmail.com
81412846,2,3137118880048
81412846,3,6660154508603
75817862,1,maderairene@yahoo.com
75817862,2,4680320273443
89808092,1,samaniegokarla@yahoo.com
89808092,2,2622776570816
75897802,1,pgodinez@gmail.com
75897802,2,3950183663485
07239106,1,monroyivan@gmail.com
07239106,2,2570978064338
07239106,3,2094306222815
61335011,1,xlinares@gmail.com
86674720,1,arredondogabriela@yahoo.com
86674720,2,5079256037676
86674720,3,2075561349832
86674720,4,2215306354187
53980618,1,ordonezkarina@hotmail.com
53980618,2,2082211340365
53980618,3,3373033655448
64671024,1,bacacarmen@hotmail.com
64671024,2,4857600280331
01835311,1,cesar18@hotmail.com
01835311,2,7118073460527
01835311,3,4425328106837
01835311,4,9453596979726
01835311,5,3453005522251
96188576,1,nicolas53@hotmail.com
85048737,1,yenivillanueva@yahoo.com
85048737,2,8054226808044
85048737,3,1687671306462
85048737,4,4858569104178
85048737,5,6965934312801
29636211,1,brunocastaneda@gmail.com
29636211,2,3600196931332
29636211,3,7611122698988
29636211,4,2166649958024
22939029,1,xhinojosa@gmail.com
22939029,2,7786596422426
22939029,3,0553482972036
22939029,4,1663147089322
22939029,5,5828449341261
37822804,1,isaachidalgo@hotmail.com
37822804,2,0538137556801
37822804,3,3852363545136
37822804,4,7485547437687
16887503,1,escobedohomero@gmail.com
16887503,2,6308982703317
16887503,3,6531981619792
16887503,4,8409609981585
39059000,1,judith20@gmail.com
48933384,1,franciscomontanez@gmail.com
13294847,1,tovarfrancisco@gmail.com
29219223,1,alvaro87@yahoo.com
60426062,1,gabriela43@gmail.com
09948006,1,gonzalo21@hotmail.com
09948006,2,2491130943810
09948006,3,6735160949390
09948006,4,5930900938914
15760760,1,almanzarebeca@gmail.com
15760760,2,9674276899799
15760760,3,4422444515849
15760760,4,5409079509012
98956944,1,eugenia95@yahoo.com
98956944,2,4380091820991
98956944,3,9462698776565
98956944,4,5250532336171
67447107,1,lorena50@yahoo.com
95749235,1,patricia75@gmail.com
95749235,2,7552330285154
95749235,3,3948740823012
95749235,4,8710841157342
95749235,5,8271888674384
92993914,1,salasfabiola@gmail.com
92993914,2,1579283123638
19486208,1,karla50@yahoo.com
19486208,2,7008046678798
19486208,3,2092257319252
34640784,1,qfierro@gmail.com
34640784,2,9074017338929
34640784,3,6977148176917
34640784,4,8364503798068
34640784,5,4402577919362
95795003,1,catalina79@gmail.com
95795003,2,2361182057720
95795003,3,2746709017808
95795003,4,8598310892461
70926071,1,dcaldera@gmail.com
70926071,2,5944807125090
70926071,3,7099118150676
84621672,1,yabrego@hotmail.com
84621672,2,0396248044748
84621672,3,3285507563374
84621672,4,9159825968855
84621672,5,9321872506734
89795644,1,roblesnayeli@hotmail.com
89795644,2,3848663460272
89795644,3,5247559244602
09027763,1,hocasio@yahoo.com
09027763,2,9074223310544
74812967,1,sergio37@yahoo.com
84734785,1,ines97@gmail.com
84734785,2,7201414461493
01302882,1,omarabrego@gmail.com
38011542,1,francisco02@gmail.com
38011542,2,2876582036500
38011542,3,1807926387356
38011542,4,4900740686970
10004388,1,arceliamendez@gmail.com
10004388,2,8399176634655
10004388,3,3546939348170
10004388,4,0844782888536
10004388,5,1152750422288
39254894,1,rinconalfonso@abrego.com
98626007,1,zbaca@pacheco-contreras.com
38769030,1,zbaca@botello-quezada.org
28734840,1,ineszambrano@avila.com
04088233,1,zmontero@laboratorios.info
64862286,1,chapaleonor@laboratorios.com
98032402,1,gracielariojas@corporacin.org
25142099,1,victoriacrespo@rangel.com
64332192,1,sorianancy@escalante.org
37327262,1,socorroulloa@aragon.biz
25739923,1,samuelarguello@club.com
96047972,1,ocarrero@arias.biz
22931153,1,paezjeronimo@grupo.net
61867949,1,olivia20@industrias.com
12971411,1,eva80@sandoval.org
30333529,1,magdalena19@matos.com
63546958,1,mercedesayala@club.com
19869124,1,blancacalvillo@meza-villarreal.org
51304720,1,rmontano@proyectos.com
55882651,1,normacuellar@hidalgo.org
17641616,1,alejandro17@trujillo-elizondo.com
19279749,1,xde-la-cruz@regalado.com
11710349,1,rriojas@quintana.com
31500524,1,quesadamauricio@de.net
36693337,1,elviacintron@sotelo.com
14044953,1,garzamayte@nieves.com
25415759,1,calderaivan@quinones-muniz.com
13256425,1,merinopascual@angulo-tello.info
52033384,1,avelazquez@nazario-posada.org
76925580,1,georginabermudez@veliz-osorio.org
09177802,1,curbina@de.net
27371824,1,yotero@ybarra.info
